"Geslacht";"Type werkenden";"Bedrijfstakken/branches (SBI 2008)";"Perioden";"Werkzame personen (x 1 000)";"Banen (x 1 000)";"Arbeidsjaren (x 1 000)";"Gewerkte uren (mln uren)"
"Totaal mannen en vrouwen";"Zelfstandigen";"O Openbaar bestuur en overheidsdiensten";"2016";"       0";"       0";"       0";"       0"
"Totaal mannen en vrouwen";"Zelfstandigen";"O Openbaar bestuur en overheidsdiensten";"2017*";"       0";"       0";"       0";"       0"
"Totaal mannen en vrouwen";"Zelfstandigen";"O Openbaar bestuur en overheidsdiensten";"2018*";"       0";"       0";"       0";"       0"
"Totaal mannen en vrouwen";"Zelfstandigen";"P Onderwijs";"2008";"      28";"      45";"      24";"      53"
"Totaal mannen en vrouwen";"Zelfstandigen";"P Onderwijs";"2009";"      31";"      51";"      26";"      60"
"Totaal mannen en vrouwen";"Zelfstandigen";"P Onderwijs";"2010";"      30";"      51";"      26";"      58"
"Totaal mannen en vrouwen";"Zelfstandigen";"P Onderwijs";"2011";"      33";"      56";"      29";"      63"
"Totaal mannen en vrouwen";"Zelfstandigen";"P Onderwijs";"2012";"      36";"      59";"      32";"      68"
"Totaal mannen en vrouwen";"Zelfstandigen";"P Onderwijs";"2013";"      38";"      63";"      35";"      74"
"Totaal mannen en vrouwen";"Zelfstandigen";"P Onderwijs";"2014";"      41";"      66";"      36";"      76"
"Totaal mannen en vrouwen";"Zelfstandigen";"P Onderwijs";"2015";"      42";"      70";"      37";"      81"
"Totaal mannen en vrouwen";"Zelfstandigen";"P Onderwijs";"2016";"      45";"      75";"      42";"      88"
"Totaal mannen en vrouwen";"Zelfstandigen";"P Onderwijs";"2017*";"      46";"      76";"      42";"      89"
"Totaal mannen en vrouwen";"Zelfstandigen";"P Onderwijs";"2018*";"      47";"      78";"      44";"      90"
"Totaal mannen en vrouwen";"Zelfstandigen";"Q Gezondheids- en welzijnszorg";"2008";"     191";"     271";"     116";"     250"
"Totaal mannen en vrouwen";"Zelfstandigen";"Q Gezondheids- en welzijnszorg";"2009";"     197";"     282";"     118";"     252"
"Totaal mannen en vrouwen";"Zelfstandigen";"Q Gezondheids- en welzijnszorg";"2010";"     192";"     277";"     120";"     250"
"Totaal mannen en vrouwen";"Zelfstandigen";"Q Gezondheids- en welzijnszorg";"2011";"     189";"     280";"     125";"     253"
"Totaal mannen en vrouwen";"Zelfstandigen";"Q Gezondheids- en welzijnszorg";"2012";"     199";"     289";"     129";"     268"
"Totaal mannen en vrouwen";"Zelfstandigen";"Q Gezondheids- en welzijnszorg";"2013";"     203";"     293";"     132";"     273"
"Totaal mannen en vrouwen";"Zelfstandigen";"Q Gezondheids- en welzijnszorg";"2014";"     201";"     292";"     133";"     276"
"Totaal mannen en vrouwen";"Zelfstandigen";"Q Gezondheids- en welzijnszorg";"2015";"     203";"     295";"     133";"     276"
"Totaal mannen en vrouwen";"Zelfstandigen";"Q Gezondheids- en welzijnszorg";"2016";"     207";"     302";"     138";"     281"
"Totaal mannen en vrouwen";"Zelfstandigen";"Q Gezondheids- en welzijnszorg";"2017*";"     208";"     303";"     138";"     283"
"Totaal mannen en vrouwen";"Zelfstandigen";"Q Gezondheids- en welzijnszorg";"2018*";"     210";"     307";"     140";"     284"
"Totaal mannen en vrouwen";"Zelfstandigen";"R-U Cultuur, recreatie, overige diensten";"2008";"     114";"     160";"     112";"     237"
"Totaal mannen en vrouwen";"Zelfstandigen";"R-U Cultuur, recreatie, overige diensten";"2009";"     119";"     168";"     117";"     248"
"Totaal mannen en vrouwen";"Zelfstandigen";"R-U Cultuur, recreatie, overige diensten";"2010";"     117";"     167";"     118";"     249"
"Totaal mannen en vrouwen";"Zelfstandigen";"R-U Cultuur, recreatie, overige diensten";"2011";"     122";"     175";"     123";"     256"
"Totaal mannen en vrouwen";"Zelfstandigen";"R-U Cultuur, recreatie, overige diensten";"2012";"     126";"     179";"     123";"     261"
"Totaal mannen en vrouwen";"Zelfstandigen";"R-U Cultuur, recreatie, overige diensten";"2013";"     130";"     183";"     128";"     274"
"Totaal mannen en vrouwen";"Zelfstandigen";"R-U Cultuur, recreatie, overige diensten";"2014";"     136";"     190";"     131";"     276"
"Totaal mannen en vrouwen";"Zelfstandigen";"R-U Cultuur, recreatie, overige diensten";"2015";"     137";"     196";"     134";"     281"
"Totaal mannen en vrouwen";"Zelfstandigen";"R-U Cultuur, recreatie, overige diensten";"2016";"     142";"     203";"     140";"     300"
"Totaal mannen en vrouwen";"Zelfstandigen";"R-U Cultuur, recreatie, overige diensten";"2017*";"     144";"     204";"     141";"     302"
"Totaal mannen en vrouwen";"Zelfstandigen";"R-U Cultuur, recreatie, overige diensten";"2018*";"     145";"     207";"     143";"     303"
"Totaal mannen en vrouwen";"Zelfstandigen";"R Cultuur, sport en recreatie";"2008";"      47";"      69";"      47";"     102"
"Totaal mannen en vrouwen";"Zelfstandigen";"R Cultuur, sport en recreatie";"2009";"      49";"      73";"      50";"     107"
"Totaal mannen en vrouwen";"Zelfstandigen";"R Cultuur, sport en recreatie";"2010";"      49";"      74";"      51";"     110"
"Totaal mannen en vrouwen";"Zelfstandigen";"R Cultuur, sport en recreatie";"2011";"      52";"      78";"      53";"     114"
"Totaal mannen en vrouwen";"Zelfstandigen";"R Cultuur, sport en recreatie";"2012";"      54";"      80";"      52";"     117"
"Totaal mannen en vrouwen";"Zelfstandigen";"R Cultuur, sport en recreatie";"2013";"      56";"      81";"      55";"     123"
"Totaal mannen en vrouwen";"Zelfstandigen";"R Cultuur, sport en recreatie";"2014";"      59";"      86";"      56";"     125"
"Totaal mannen en vrouwen";"Zelfstandigen";"R Cultuur, sport en recreatie";"2015";"      60";"      89";"      59";"     124"
"Totaal mannen en vrouwen";"Zelfstandigen";"R Cultuur, sport en recreatie";"2016";"      62";"      92";"      62";"     133"
"Totaal mannen en vrouwen";"Zelfstandigen";"R Cultuur, sport en recreatie";"2017*";"      63";"      93";"      62";"     135"
"Totaal mannen en vrouwen";"Zelfstandigen";"R Cultuur, sport en recreatie";"2018*";"      63";"      95";"      63";"     135"
"Totaal mannen en vrouwen";"Zelfstandigen";"S Overige dienstverlening";"2008";"      67";"      92";"      65";"     135"
"Totaal mannen en vrouwen";"Zelfstandigen";"S Overige dienstverlening";"2009";"      70";"      95";"      68";"     141"
"Totaal mannen en vrouwen";"Zelfstandigen";"S Overige dienstverlening";"2010";"      68";"      93";"      67";"     139"
"Totaal mannen en vrouwen";"Zelfstandigen";"S Overige dienstverlening";"2011";"      71";"      97";"      70";"     142"
"Totaal mannen en vrouwen";"Zelfstandigen";"S Overige dienstverlening";"2012";"      73";"      99";"      71";"     144"
"Totaal mannen en vrouwen";"Zelfstandigen";"S Overige dienstverlening";"2013";"      75";"     102";"      73";"     151"
"Totaal mannen en vrouwen";"Zelfstandigen";"S Overige dienstverlening";"2014";"      77";"     104";"      74";"     151"
"Totaal mannen en vrouwen";"Zelfstandigen";"S Overige dienstverlening";"2015";"      77";"     107";"      75";"     157"
"Totaal mannen en vrouwen";"Zelfstandigen";"S Overige dienstverlening";"2016";"      80";"     111";"      79";"     167"
"Totaal mannen en vrouwen";"Zelfstandigen";"S Overige dienstverlening";"2017*";"      81";"     111";"      79";"     168"
"Totaal mannen en vrouwen";"Zelfstandigen";"S Overige dienstverlening";"2018*";"      81";"     112";"      80";"     168"
"Totaal mannen en vrouwen";"Zelfstandigen";"T Huishoudens";"2008";"       0";"       0";"       0";"       0"
"Totaal mannen en vrouwen";"Zelfstandigen";"T Huishoudens";"2009";"       0";"       0";"       0";"       0"
"Totaal mannen en vrouwen";"Zelfstandigen";"T Huishoudens";"2010";"       0";"       0";"       0";"       0"
"Totaal mannen en vrouwen";"Zelfstandigen";"T Huishoudens";"2011";"       0";"       0";"       0";"       0"
"Totaal mannen en vrouwen";"Zelfstandigen";"T Huishoudens";"2012";"       0";"       0";"       0";"       0"
"Totaal mannen en vrouwen";"Zelfstandigen";"T Huishoudens";"2013";"       0";"       0";"       0";"       0"
"Totaal mannen en vrouwen";"Zelfstandigen";"T Huishoudens";"2014";"       0";"       0";"       0";"       0"
"Totaal mannen en vrouwen";"Zelfstandigen";"T Huishoudens";"2015";"       0";"       0";"       0";"       0"
"Totaal mannen en vrouwen";"Zelfstandigen";"T Huishoudens";"2016";"       0";"       0";"       0";"       0"
"Totaal mannen en vrouwen";"Zelfstandigen";"T Huishoudens";"2017*";"       0";"       0";"       0";"       0"
"Totaal mannen en vrouwen";"Zelfstandigen";"T Huishoudens";"2018*";"       0";"       0";"       0";"       0"
"Totaal mannen en vrouwen";"Zelfstandigen";"U Extraterritoriale organisaties";"2008";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Zelfstandigen";"U Extraterritoriale organisaties";"2009";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Zelfstandigen";"U Extraterritoriale organisaties";"2010";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Zelfstandigen";"U Extraterritoriale organisaties";"2011";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Zelfstandigen";"U Extraterritoriale organisaties";"2012";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Zelfstandigen";"U Extraterritoriale organisaties";"2013";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Zelfstandigen";"U Extraterritoriale organisaties";"2014";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Zelfstandigen";"U Extraterritoriale organisaties";"2015";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Zelfstandigen";"U Extraterritoriale organisaties";"2016";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Zelfstandigen";"U Extraterritoriale organisaties";"2017*";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Zelfstandigen";"U Extraterritoriale organisaties";"2018*";"       .";"       .";"       .";"       ."
"Mannen";"Totaal";"A-U Alle economische activiteiten";"2008";"    4866";"    5320";"    4382";"    8006"
"Mannen";"Totaal";"A-U Alle economische activiteiten";"2009";"    4771";"    5225";"    4294";"    7813"
"Mannen";"Totaal";"A-U Alle economische activiteiten";"2010";"    4666";"    5144";"    4226";"    7778"
"Mannen";"Totaal";"A-U Alle economische activiteiten";"2011";"    4699";"    5206";"    4235";"    7830"
"Mannen";"Totaal";"A-U Alle economische activiteiten";"2012";"    4671";"    5172";"    4189";"    7717"
"Mannen";"Totaal";"A-U Alle economische activiteiten";"2013";"    4597";"    5079";"    4125";"    7623"
"Mannen";"Totaal";"A-U Alle economische activiteiten";"2014";"    4593";"    5083";"    4116";"    7674"
"Mannen";"Totaal";"A-U Alle economische activiteiten";"2015";"    4647";"    5155";"    4170";"    7745"
"Mannen";"Totaal";"A-U Alle economische activiteiten";"2016";"    4720";"    5238";"    4247";"    7903"
"Mannen";"Totaal";"A-U Alle economische activiteiten";"2017*";"    4824";"    5347";"    4334";"    8040"
"Mannen";"Totaal";"A-U Alle economische activiteiten";"2018*";"    4935";"    5472";"    4431";"    8186"
"Mannen";"Totaal";"A Landbouw, bosbouw en visserij";"2008";"     143";"     174";"     125";"     295"
"Mannen";"Totaal";"A Landbouw, bosbouw en visserij";"2009";"     139";"     170";"     123";"     292"
"Mannen";"Totaal";"A Landbouw, bosbouw en visserij";"2010";"     139";"     170";"     123";"     290"
"Mannen";"Totaal";"A Landbouw, bosbouw en visserij";"2011";"     137";"     171";"     121";"     289"
"Mannen";"Totaal";"A Landbouw, bosbouw en visserij";"2012";"     136";"     168";"     120";"     286"
"Mannen";"Totaal";"A Landbouw, bosbouw en visserij";"2013";"     134";"     165";"     120";"     283"
"Mannen";"Totaal";"A Landbouw, bosbouw en visserij";"2014";"     133";"     164";"     119";"     282"
"Mannen";"Totaal";"A Landbouw, bosbouw en visserij";"2015";"     132";"     163";"     117";"     279"
"Mannen";"Totaal";"A Landbouw, bosbouw en visserij";"2016";"     133";"     165";"     120";"     286"
"Mannen";"Totaal";"A Landbouw, bosbouw en visserij";"2017*";"     135";"     166";"     122";"     290"
"Mannen";"Totaal";"A Landbouw, bosbouw en visserij";"2018*";"     136";"     168";"     124";"     293"
"Mannen";"Totaal";"B Delfstoffenwinning";"2008";"       7";"       7";"       7";"      13"
"Mannen";"Totaal";"B Delfstoffenwinning";"2009";"       7";"       7";"       7";"      13"
"Mannen";"Totaal";"B Delfstoffenwinning";"2010";"       7";"       7";"       7";"      13"
"Mannen";"Totaal";"B Delfstoffenwinning";"2011";"       8";"       8";"       8";"      14"
"Mannen";"Totaal";"B Delfstoffenwinning";"2012";"       8";"       8";"       8";"      14"
"Mannen";"Totaal";"B Delfstoffenwinning";"2013";"       9";"       9";"       8";"      16"
"Mannen";"Totaal";"B Delfstoffenwinning";"2014";"       9";"       9";"       9";"      17"
"Mannen";"Totaal";"B Delfstoffenwinning";"2015";"       9";"       9";"       9";"      17"
"Mannen";"Totaal";"B Delfstoffenwinning";"2016";"       9";"       9";"       8";"      16"
"Mannen";"Totaal";"B Delfstoffenwinning";"2017*";"       7";"       7";"       7";"      14"
"Mannen";"Totaal";"B Delfstoffenwinning";"2018*";"       7";"       7";"       7";"      13"
"Mannen";"Totaal";"B-E Nijverheid (geen bouw) en energie";"2008";"     711";"     728";"     682";"    1212"
"Mannen";"Totaal";"B-E Nijverheid (geen bouw) en energie";"2009";"     691";"     709";"     664";"    1160"
"Mannen";"Totaal";"B-E Nijverheid (geen bouw) en energie";"2010";"     675";"     694";"     651";"    1163"
"Mannen";"Totaal";"B-E Nijverheid (geen bouw) en energie";"2011";"     671";"     690";"     643";"    1160"
"Mannen";"Totaal";"B-E Nijverheid (geen bouw) en energie";"2012";"     663";"     682";"     636";"    1140"
"Mannen";"Totaal";"B-E Nijverheid (geen bouw) en energie";"2013";"     653";"     671";"     627";"    1136"
"Mannen";"Totaal";"B-E Nijverheid (geen bouw) en energie";"2014";"     649";"     668";"     623";"    1136"
"Mannen";"Totaal";"B-E Nijverheid (geen bouw) en energie";"2015";"     649";"     669";"     624";"    1130"
"Mannen";"Totaal";"B-E Nijverheid (geen bouw) en energie";"2016";"     651";"     670";"     626";"    1136"
"Mannen";"Totaal";"B-E Nijverheid (geen bouw) en energie";"2017*";"     655";"     674";"     630";"    1138"
"Mannen";"Totaal";"B-E Nijverheid (geen bouw) en energie";"2018*";"     667";"     687";"     641";"    1155"
"Mannen";"Totaal";"C Industrie";"2008";"     658";"     675";"     630";"    1119"
"Mannen";"Totaal";"C Industrie";"2009";"     638";"     655";"     612";"    1066"
"Mannen";"Totaal";"C Industrie";"2010";"     621";"     638";"     598";"    1066"
"Mannen";"Totaal";"C Industrie";"2011";"     615";"     633";"     589";"    1061"
"Mannen";"Totaal";"C Industrie";"2012";"     608";"     626";"     583";"    1043"
"Mannen";"Totaal";"C Industrie";"2013";"     597";"     614";"     573";"    1035"
"Mannen";"Totaal";"C Industrie";"2014";"     593";"     610";"     568";"    1033"
"Mannen";"Totaal";"C Industrie";"2015";"     593";"     611";"     570";"    1028"
"Mannen";"Totaal";"C Industrie";"2016";"     595";"     613";"     572";"    1035"
"Mannen";"Totaal";"C Industrie";"2017*";"     599";"     617";"     577";"    1037"
"Mannen";"Totaal";"C Industrie";"2018*";"     610";"     629";"     586";"    1050"
"Mannen";"Totaal";"D Energievoorziening";"2008";"      21";"      21";"      20";"      34"
"Mannen";"Totaal";"D Energievoorziening";"2009";"      20";"      20";"      19";"      33"
"Mannen";"Totaal";"D Energievoorziening";"2010";"      20";"      21";"      20";"      34"
"Mannen";"Totaal";"D Energievoorziening";"2011";"      20";"      21";"      20";"      34"
"Mannen";"Totaal";"D Energievoorziening";"2012";"      20";"      21";"      19";"      34"
"Mannen";"Totaal";"D Energievoorziening";"2013";"      21";"      21";"      20";"      35"
"Mannen";"Totaal";"D Energievoorziening";"2014";"      20";"      21";"      20";"      35"
"Mannen";"Totaal";"D Energievoorziening";"2015";"      20";"      21";"      20";"      34"
"Mannen";"Totaal";"D Energievoorziening";"2016";"      20";"      21";"      20";"      34"
"Mannen";"Totaal";"D Energievoorziening";"2017*";"      20";"      21";"      20";"      35"
"Mannen";"Totaal";"D Energievoorziening";"2018*";"      21";"      21";"      20";"      37"
"Mannen";"Totaal";"E Waterbedrijven en afvalbeheer";"2008";"      25";"      25";"      24";"      46"
"Mannen";"Totaal";"E Waterbedrijven en afvalbeheer";"2009";"      26";"      26";"      25";"      47"
